time/iterations,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/policy_gradient_loss,train/n_updates,train/std,train/loss,train/explained_variance,train/approx_kl,train/clip_range,train/value_loss,train/learning_rate,train/entropy_loss,train/clip_fraction
120,238,837,1738.18861158,199680,174.74,0.002736502033300125,1190,0.1790521889925003,0.20534740388393402,0.5852594971656799,0.020181818,0.1618259529960692,104.33875824854924,0.0006491684215919559,0.30072333812713625,0.18665865384615385
121,240,837,1704.11058336,201344,171.12,0.007204292281172597,1200,0.1731424778699875,0.07719490677118301,0.5723918080329895,0.025417635,0.1618259529960692,46.734036618012645,0.0006491684215919559,0.3191205052229074,0.24717548076923077
122,242,837,1677.90190073,203008,169.33,0.008138481174738935,1210,0.17247672379016876,0.04572877660393715,0.5887089669704437,0.06190783,0.1618259529960692,81.92132548552293,0.0006491684215919559,0.3376698177594405,0.21959134615384615
123,244,837,1609.9605617600005,204672,165.52,-0.017958773682431248,1220,0.16972200572490692,0.018157951533794403,0.6705515682697296,0.3218063,0.1618259529960692,103.5144622032459,0.0006491684215919559,0.34372792473206154,0.24627403846153847
124,246,836,1654.2514164500003,206336,169.97,0.010835290397517383,1230,0.17228226363658905,0.11579540371894836,0.9198101237416267,1.5875039,0.1618259529960692,89.02965742624723,0.0006491684215919559,0.34253004285005423,0.253125
125,248,836,1695.7799797699997,208000,174.11,0.0025772336771926626,1240,0.17105787992477417,0.14200466871261597,0.6261725127696991,0.010383826,0.1618259529960692,72.96249887026273,0.0006491684215919559,0.34192994374495284,0.21358173076923076
126,250,836,1729.79493224,209664,177.4,-0.004402955244474399,1250,0.16917036473751068,0.12554334104061127,0.5689901113510132,0.024262805,0.1618259529960692,104.81864064289974,0.0006491684215919559,0.3513492524623871,0.18713942307692308
127,252,836,1778.36386104,211328,183.25,0.003079967969097197,1260,0.1690944880247116,0.10993394255638123,0.7831743955612183,0.060272332,0.1618259529960692,39.69608584367312,0.0006491684215919559,0.35703988992250885,0.2743389423076923
128,254,835,1772.6350767899996,212992,182.42,-0.007414177805185318,1270,0.1670697182416916,0.007118632085621357,0.7334452867507935,0.4906751,0.1618259529960692,42.649084645051225,0.0006491684215919559,0.36186992067557117,0.2286658653846154
129,256,835,1771.41955794,214656,182.34,0.012028584957051162,1280,0.16316325962543488,0.04727238416671753,0.5688298642635345,0.027423333,0.1618259529960692,82.255986730869,0.0006491684215919559,0.3816365530857673,0.2251201923076923
130,259,835,1802.3254261499997,216320,185.34,0.00937126692599402,1290,0.1595674306154251,0.0370621420443058,0.7991467714309692,0.029232733,0.1618259529960692,28.721493730178246,0.0006491684215919559,0.4043781569370857,0.24026442307692308
131,260,835,1837.9767315699999,217984,189.06,0.0065603948198258875,1300,0.16265320777893066,0.028069693595170975,0.6242772042751312,0.09651495,0.1618259529960692,60.39303177503439,0.0006491684215919559,0.4040870265318797,0.2678485576923077
132,263,835,1835.9621590799998,219648,188.8,0.002740899783272583,1310,0.1637261062860489,0.053301043808460236,0.6288459002971649,0.03206774,0.1618259529960692,68.30197445796087,0.0006491684215919559,0.3947758367428413,0.23756009615384616
133,265,834,1885.5910772999998,221312,194.03,0.003501908925290291,1320,0.16290165483951569,0.014857402071356773,0.7904583513736725,0.031757556,0.1618259529960692,39.03612946730394,0.0006491684215919559,0.39488002084768736,0.23497596153846154
134,267,834,1912.7830492399999,222976,194.44,0.0016716726867553706,1330,0.16549229621887207,0.07130702584981918,0.7502777874469757,0.03262609,0.1618259529960692,64.61260678584759,0.0006491684215919559,0.3872697000320141,0.25072115384615384
135,269,834,1951.84012877,224640,196.75,0.003949390715346313,1340,0.1632596254348755,0.13892033696174622,0.6523330509662628,0.02225368,0.1618259529960692,77.09362573990455,0.0006491684215919559,0.38742541304001443,0.22139423076923076
136,271,834,1977.8227502999996,226304,199.43,0.0030022550732470474,1350,0.161897674202919,0.02614305168390274,0.7659619897603989,0.02020029,0.1618259529960692,25.907134902477264,0.0006491684215919559,0.39751883768118346,0.2456730769230769
137,273,833,2024.39826076,227968,204.04,0.0068783520962684775,1360,0.1588672399520874,0.043476007878780365,0.7922583967447281,0.081538334,0.1618259529960692,35.79386671689841,0.0006491684215919559,0.41109051796106194,0.28509615384615383
138,275,833,2035.4976509800001,229632,205.1,0.002882882082261718,1370,0.15847279131412506,0.07655075937509537,0.7571497559547424,0.029261481,0.1618259529960692,39.00942865885221,0.0006491684215919559,0.42610615629416243,0.21268028846153847
139,277,833,2049.74206228,231296,205.49,0.005051131604705006,1380,0.15586994588375092,0.023726148530840874,0.7780470252037048,0.043327786,0.1618259529960692,43.27922289279791,0.0006491684215919559,0.42807871997356417,0.22133413461538462
140,279,833,2060.77407858,232960,206.68,0.0041182122560432894,1390,0.15649913251399994,0.03645171597599983,0.8555268198251724,0.03583531,0.1618259529960692,30.218241538451267,0.0006491684215919559,0.43569027758561646,0.23563701923076924
141,281,833,2085.89320625,234624,209.21,0.006525456500597871,1400,0.16200809180736542,0.05118643492460251,0.7344144582748413,0.027614834,0.1618259529960692,43.97158466852628,0.0006491684215919559,0.41893213001581336,0.2530048076923077
142,283,832,2111.0436653300003,236288,211.88,0.0033107325774975696,1410,0.15985815227031708,0.048019204288721085,0.7639418691396713,0.027853526,0.1618259529960692,21.3588530760545,0.0006491684215919559,0.40484921565422644,0.20679086538461539
143,285,832,2074.30799628,237952,208.07,0.004652157959599908,1420,0.1598542183637619,0.05598454922437668,0.7555986195802689,0.07828256,0.1618259529960692,58.123114246588486,0.0006491684215919559,0.41520571548205154,0.2381610576923077
144,287,832,2088.91202821,239616,209.55,0.0035922711370333744,1430,0.15952475368976593,0.04517859220504761,0.7231842875480652,0.012615888,0.1618259529960692,60.14747819533715,0.0006491684215919559,0.41644249122876387,0.20042067307692307
145,289,832,2056.0626804500002,241280,206.01,0.0025145182950207247,1440,0.15983308851718903,0.027955465018749237,0.649809867143631,0.24677037,0.1618259529960692,44.108213549393874,0.0006491684215919559,0.41660875036166267,0.2266826923076923
146,292,831,2052.395364,242944,205.53,0.003058791053123199,1450,0.16461163759231567,0.04075434058904648,0.8045141845941544,0.024932913,0.1618259529960692,34.08474279183608,0.0006491684215919559,0.40073197048444015,0.22782451923076924
147,294,831,2053.80188956,244608,205.73,0.000855167569198574,1460,0.16973857581615448,0.018411824479699135,0.6940600872039795,0.013394601,0.1618259529960692,62.19060305998875,0.0006491684215919559,0.3714428828312801,0.19038461538461537
148,296,831,2019.61465472,246272,202.2,0.005072433270442371,1470,0.1667751967906952,0.0465092658996582,0.7089823186397552,0.025477601,0.1618259529960692,24.346799971507146,0.0006491684215919559,0.367825441635572,0.23768028846153846
149,298,830,1943.4451827599999,247936,196.58,0.003480433618936401,1480,0.1656734198331833,0.05700227990746498,0.8143070787191391,0.019453974,0.1618259529960692,23.724632829886218,0.0006491684215919559,0.37118015747803906,0.22740384615384615
150,300,830,1941.4286828000002,249600,196.72,-0.03259205100699686,1490,0.15958765149116516,0.07640382647514343,0.1862795352935791,1.4031441,0.1618259529960692,159.3298988855802,0.0006491684215919559,0.40015398057607504,0.2299278846153846
151,302,830,1907.2784747599999,251264,193.37,0.01692042795788998,1500,0.1612226665019989,0.036260779947042465,0.6308595240116119,0.03973593,0.1618259529960692,59.25853854326101,0.0006491684215919559,0.4105648421324216,0.24459134615384615
152,304,830,1846.1660490699996,252928,187.29,0.011410567827092913,1510,0.15850067138671875,0.3265267312526703,0.5265398025512695,0.019417213,0.1618259529960692,76.38925784000983,0.0006491684215919559,0.41766212765987104,0.24771634615384616
153,306,830,1859.11062878,254592,188.87,-0.0015777546930341767,1520,0.15401731431484222,0.29646652936935425,0.45764195919036865,0.014677221,0.1618259529960692,121.96689763435951,0.0006491684215919559,0.4380580819570101,0.20697115384615383
154,308,830,1836.1890786000004,256256,186.4,0.004175111778581945,1530,0.15393957495689392,0.02759464830160141,0.8037332743406296,0.016073747,0.1618259529960692,27.865453081864576,0.0006491684215919559,0.4490912980758227,0.24110576923076923
155,310,830,1820.4463129699998,257920,184.88,-7.735154090019373e-05,1540,0.1512736827135086,0.02927626483142376,0.6157070100307465,0.021114647,0.1618259529960692,52.37953710922828,0.0006491684215919559,0.46389576219595396,0.2230769230769231
156,312,830,1810.1193347800001,259584,183.88,0.003137752246290732,1550,0.1467236876487732,0.021222690120339394,0.7840700745582581,0.02009944,0.1618259529960692,60.259954747786885,0.0006491684215919559,0.4846217889052171,0.21352163461538462
157,314,830,1829.5331137,261248,185.93,0.003747635166375683,1560,0.1436973661184311,0.039509087800979614,0.6612319052219391,0.04004777,0.1618259529960692,44.7844022329037,0.0006491684215919559,0.516407596377226,0.25829326923076923
158,316,830,1783.15944553,262912,181.3,0.009971131149751063,1570,0.14409498870372772,0.042052216827869415,0.6012264490127563,0.04930266,0.1618259529960692,61.06516359677681,0.0006491684215919559,0.5212802091470131,0.3049278846153846
159,318,830,1770.10758541,264576,179.96,0.0027874982002406164,1580,0.13980311155319214,0.03777028247714043,0.7623083889484406,0.052456517,0.1618259529960692,66.88644256225,0.0006491684215919559,0.534454687512838,0.2541466346153846
160,320,829,1833.4250371199998,266240,184.13,0.0038155049918434368,1590,0.137246772646904,0.047329772263765335,0.4212796688079834,0.024261905,0.1618259529960692,85.27363690229562,0.0006491684215919559,0.5577186433168558,0.21778846153846154
161,322,829,1787.79372142,267904,180.59,0.0028569598476259183,1600,0.13471654057502747,0.06578114628791809,0.7942483276128769,0.018326813,0.1618259529960692,33.95031523887928,0.0006491684215919559,0.5761670974584726,0.2227764423076923
162,325,829,1777.32374553,269568,180.43,-0.01799548513148553,1610,0.13189567625522614,0.25767630338668823,0.29060983657836914,0.7074165,0.1618259529960692,252.0142636519212,0.0006491684215919559,0.5957502002899463,0.2706129807692308
163,327,828,1783.1987302899997,271232,180.96,0.05596761223501884,1620,0.13025441765785217,0.040864408016204834,0.6777584552764893,0.16177383,0.1618259529960692,116.12223906150231,0.0006491684215919559,0.6111275700422434,0.26622596153846156
164,329,828,1757.2706558700002,272896,178.4,0.006606281700973901,1630,0.13056586682796478,0.42900002002716064,0.730641782283783,0.02799924,0.1618259529960692,67.6527991258181,0.0006491684215919559,0.6198901236057281,0.26917067307692305
165,331,828,1750.7406520999998,274560,177.57,0.01123135559923517,1640,0.13450154662132263,-0.010521350428462029,0.6333460509777069,0.03609322,0.1618259529960692,83.29072886980497,0.0006491684215919559,0.6047492045622606,0.28052884615384616
166,333,828,1741.8662592699998,276224,176.81,0.001409534544039231,1650,0.1316230446100235,0.10947474092245102,0.6430857181549072,0.03486452,0.1618259529960692,73.64370866738832,0.0006491684215919559,0.5981028639353239,0.30618990384615385
167,335,828,1739.28237839,277888,176.75,0.010241085453890264,1660,0.13423015177249908,0.05506487563252449,0.7618332356214523,0.03592097,0.1618259529960692,59.1177540228917,0.0006491684215919559,0.6022429351623242,0.26598557692307695
168,337,828,1777.85297553,279552,180.55,0.005233847380776961,1670,0.13338921964168549,0.013412163592875004,0.6212918758392334,0.02492954,0.1618259529960692,79.18652005929214,0.0006491684215919559,0.5923420644723452,0.27674278846153844
169,339,828,1791.4012945700001,281216,181.93,-0.0029585791751742365,1680,0.13631071150302887,0.07847636938095093,0.733439028263092,0.069235876,0.1618259529960692,29.607624470270597,0.0006491684215919559,0.5804104807285162,0.2581129807692308
170,341,828,1807.5786318600003,282880,183.63,0.0011006183528269712,1690,0.1349538266658783,0.05982546508312225,0.689815491437912,0.020121941,0.1618259529960692,48.0844765498088,0.0006491684215919559,0.5790686197005785,0.26123798076923077
171,343,828,1833.0849306399998,284544,186.24,-0.0014175578620499716,1700,0.13591130077838898,0.07854518294334412,0.8512693643569946,0.014141014,0.1618259529960692,28.06395206451416,0.0006491684215919559,0.5792714449075552,0.22463942307692308
172,345,828,1849.64213161,286208,187.96,0.0005148481004513226,1710,0.13508541882038116,0.02702672965824604,0.7597929537296295,0.04185255,0.1618259529960692,43.4220549253317,0.0006491684215919559,0.578340561573322,0.25402644230769234
173,347,828,1880.5610244100003,287872,189.79,0.004386127046578063,1720,0.13336779177188873,4.924647510051727e-05,0.5797945559024811,0.022305377,0.1618259529960692,45.60459543008071,0.0006491684215919559,0.5883034334732936,0.20853365384615385
174,349,828,1915.5391992200002,289536,192.21,0.008273572283080564,1730,0.12768156826496124,-0.0038526789285242558,0.8776212185621262,0.060551483,0.1618259529960692,15.161739820700426,0.0006491684215919559,0.6196826568016639,0.27830528846153846
175,351,828,1856.62094712,291200,186.26,0.005114124276084252,1740,0.12730905413627625,0.02341441996395588,0.6317957937717438,0.014449353,0.1618259529960692,63.50616261775677,0.0006491684215919559,0.6387721080046433,0.21580528846153846
176,353,828,1897.28541115,292864,190.36,-6.51458242478279e-05,1750,0.12816666066646576,0.04057325795292854,0.6571180820465088,0.027731009,0.1618259529960692,61.21307374880864,0.0006491684215919559,0.6389669106556819,0.21634615384615385
177,355,828,1907.7717635799997,294528,191.41,0.0017539422744168684,1760,0.12529993057250977,0.057102132588624954,0.8313690423965454,0.03303506,0.1618259529960692,43.79997851848602,0.0006491684215919559,0.6480465146211477,0.20510817307692308
178,357,828,1820.1239896700001,296192,182.45,0.0008907246582496624,1770,0.12585249543190002,0.3452337086200714,0.7804643958806992,0.27724764,0.1618259529960692,60.45829630998465,0.0006491684215919559,0.6525955695372362,0.2544471153846154
179,359,828,1789.65381316,297856,179.38,7.932463016074437e-05,1780,0.12734001874923706,0.10123705863952637,0.6129546165466309,0.024676858,0.1618259529960692,94.65666002126841,0.0006491684215919559,0.6466560698472537,0.19134615384615383
180,361,828,1785.2673367799998,299520,178.98,0.009165499054898437,1790,0.13024742901325226,-0.012121032923460007,0.741077184677124,0.38222024,0.1618259529960692,35.48915084692148,0.0006491684215919559,0.6295580909802363,0.27247596153846154
181,363,828,1694.4386685399995,301184,169.91,-0.0025397722501880847,1800,0.1341361254453659,0.05425143614411354,0.8020549714565277,0.021000365,0.1618259529960692,43.87761562420771,0.0006491684215919559,0.6048321797297551,0.22776442307692307
182,365,827,1665.0551334000002,302848,168.22,-0.000796860010506442,1810,0.13287928700447083,0.0429602786898613,0.5818365812301636,0.018669281,0.1618259529960692,99.55402374267578,0.0006491684215919559,0.592386540541282,0.18659855769230768
183,367,827,1657.3957852299998,304512,167.43,-0.02111412838387948,1820,0.12796413898468018,0.005029570311307907,0.3140663504600525,2.2837005,0.1618259529960692,122.72146990482624,0.0006491684215919559,0.615775702549861,0.2513221153846154
184,369,827,1669.2246417300003,306176,168.71,0.007128374779131264,1830,0.127648264169693,0.04243683069944382,0.7863880097866058,0.04188544,0.1618259529960692,37.677689440433795,0.0006491684215919559,0.6398592265752646,0.27806490384615384
185,372,827,1724.43475021,307840,174.29,0.004660830921672571,1840,0.1259956806898117,0.041116878390312195,0.8727305382490158,0.17202035,0.1618259529960692,20.60279020896325,0.0006491684215919559,0.648506860091136,0.2896033653846154
186,374,827,1686.72734942,309504,170.59,0.00934977061025655,1850,0.1268896609544754,0.0313476100564003,0.7743719071149826,0.047145646,0.1618259529960692,37.46222939124474,0.0006491684215919559,0.6489405141426967,0.24194711538461539
187,376,826,1723.2507243999999,311168,174.19,0.0011052932406668194,1860,0.1268521547317505,0.09875074028968811,0.6261771321296692,0.01665832,0.1618259529960692,93.53037390342125,0.0006491684215919559,0.6440533656340379,0.23221153846153847
188,378,826,1761.93284694,312832,177.93,0.0020847466935475286,1870,0.12593789398670197,0.029851963743567467,0.8248690515756607,0.18905161,0.1618259529960692,22.021452828554008,0.0006491684215919559,0.6522668031545785,0.2628004807692308
189,380,826,1810.38891875,314496,182.76,0.008711424507558919,1880,0.12492140382528305,0.00709396181628108,0.7831510454416275,0.025060216,0.1618259529960692,17.692275672692517,0.0006491684215919559,0.6617539882659912,0.2667067307692308
190,382,826,1853.7903379100003,316160,187.21,0.0013596589838226255,1890,0.12715880572795868,0.03445188328623772,0.7735294252634048,0.04567695,0.1618259529960692,34.8315216926428,0.0006491684215919559,0.6555106392273536,0.20793269230769232
191,384,826,1818.6403531400001,317824,183.51,0.0008027950713697535,1900,0.12600645422935486,0.028611278161406517,0.7438354790210724,0.020766618,0.1618259529960692,38.567529428922214,0.0006491684215919559,0.6489576724859384,0.21947115384615384
192,386,826,1872.50000954,319488,188.94,0.005621956800146459,1910,0.12544256448745728,0.0723697692155838,0.8118940442800522,0.045358088,0.1618259529960692,41.11795486303476,0.0006491684215919559,0.6530475130447975,0.2509014423076923
193,388,826,1917.4828269,321152,192.19,0.0024466539965942503,1920,0.12576593458652496,0.19718387722969055,0.7724587619304657,0.021047695,0.1618259529960692,62.26991312687213,0.0006491684215919559,0.6556628007155199,0.2208533653846154
194,390,826,1908.3797977400004,322816,191.17,0.0057319438416295896,1930,0.1308600902557373,0.007470836862921715,0.7501247972249985,0.15218027,0.1618259529960692,33.413155577732965,0.0006491684215919559,0.6357336181860703,0.24405048076923078
195,392,826,1891.4278344499999,324480,189.47,0.0009292451503614967,1940,0.1330758035182953,0.043076060712337494,0.6660079658031464,0.03310439,0.1618259529960692,63.17938512655405,0.0006491684215919559,0.604339764209894,0.20540865384615384
196,394,826,1864.1683801000001,326144,186.83,-0.005325474427977147,1950,0.12906208634376526,0.05907771736383438,0.720202773809433,0.017547574,0.1618259529960692,34.9151712179184,0.0006491684215919559,0.615258007324659,0.22079326923076922
197,396,826,1876.9578438700003,327808,187.87,-0.0004698727879888163,1960,0.13125339150428772,0.09166115522384644,0.7228492200374603,0.032887116,0.1618259529960692,45.52029305054591,0.0006491684215919559,0.6214594785983746,0.24501201923076923
198,398,826,1900.45454345,329472,190.28,0.003989098049127139,1970,0.13331817090511322,0.030300242826342583,0.6229443550109863,0.028806819,0.1618259529960692,84.56581124159005,0.0006491684215919559,0.6031009577787839,0.23467548076923078
199,400,826,1874.4521246499999,331136,187.89,0.002766694711485448,1980,0.13504977524280548,0.009075649082660675,0.8028326034545898,0.020124631,0.1618259529960692,46.62819127486302,0.0006491684215919559,0.5865301544849689,0.2701923076923077
200,402,826,1910.2334695399998,332800,191.47,0.0032840828760527076,1990,0.1347115933895111,0.04390696436166763,0.7565991133451462,0.028218694,0.1618259529960692,45.86963223677415,0.0006491684215919559,0.5879799219278189,0.23725961538461537
201,404,826,1896.6730531500004,334464,189.99,0.004643343758876793,2000,0.13356313109397888,0.0017423680983483791,0.855040967464447,0.06819381,0.1618259529960692,10.969812884697546,0.0006491684215919559,0.591661053437453,0.25853365384615384
202,406,826,1903.3043207599999,336128,190.63,0.01903258519909846,2010,0.13237711787223816,0.08980240672826767,0.6634024977684021,0.019759886,0.1618259529960692,68.34106652003068,0.0006491684215919559,0.6004331992222712,0.21682692307692308
203,408,825,1939.9139550600003,337792,194.29,0.003092353962934934,2020,0.13208360970020294,0.029161769896745682,0.8098006844520569,0.013244195,0.1618259529960692,30.37118203823383,0.0006491684215919559,0.6092918524375328,0.19837740384615385
204,411,825,1939.69388959,339456,194.74,0.00306407639112037,2030,0.13275744020938873,0.1359129101037979,0.8267626166343689,0.12325753,0.1618259529960692,31.406867759044353,0.0006491684215919559,0.6021442339970515,0.2141826923076923
205,413,825,1925.0773739699998,341120,194.19,-0.017320461535396483,2040,0.1300990730524063,0.05671127513051033,0.42166149616241455,0.49392113,0.1618259529960692,55.11702399345545,0.0006491684215919559,0.6093231687178978,0.23287259615384615
206,415,825,1939.75311685,342784,195.77,-0.02191870971941031,2050,0.1287543773651123,0.12361995130777359,0.7661765664815903,0.90783715,0.1618259529960692,48.69029900844281,0.0006491684215919559,0.6228961412723247,0.21784855769230768
207,417,825,1949.47024493,344448,196.86,0.0069254428658706065,2060,0.12532511353492737,0.02688661217689514,0.8587422519922256,0.025912069,0.1618259529960692,28.528461980819703,0.0006491684215919559,0.6445352572661179,0.19771634615384615
208,419,825,1908.5559625100002,346112,192.7,0.00027927549717088156,2070,0.12390724569559097,0.12186881899833679,0.7873057574033737,0.06244127,0.1618259529960692,48.39709823681758,0.0006491684215919559,0.6607942526157086,0.24110576923076923
209,421,825,1935.33813963,347776,195.57,0.005239383425885954,2080,0.126348078250885,0.01894180104136467,0.6579355299472809,0.14096378,0.1618259529960692,46.44464185604682,0.0006491684215919559,0.6611823114065024,0.22259615384615383
210,423,825,1931.04613213,349440,194.93,0.006205836509784254,2090,0.12290714681148529,0.07457718253135681,0.6812542676925659,0.033104595,0.1618259529960692,41.73542276529165,0.0006491684215919559,0.6603114797518803,0.21015625
211,425,825,1935.9729134899999,351104,195.39,0.01478791962413547,2100,0.12642545998096466,0.01628510095179081,0.8557300865650177,0.028410511,0.1618259529960692,23.58045578461427,0.0006491684215919559,0.6612781015726236,0.29368990384615384
212,427,825,1916.2232514,352768,193.39,0.003734206220206733,2110,0.12489013373851776,0.014659490436315536,0.6722961366176605,0.023943173,0.1618259529960692,61.36821728119483,0.0006491684215919559,0.6543215614098769,0.24224759615384617
213,429,824,1898.21643223,354432,191.57,0.00700388946212255,2120,0.12123905122280121,0.02443883568048477,0.8263193964958191,0.030909892,0.1618259529960692,26.929141833232,0.0006491684215919559,0.6766932033575498,0.23900240384615384
214,431,824,1903.09664687,356096,191.97,-0.000421269317694868,2130,0.12360398471355438,0.09768763184547424,0.7810635566711426,0.020234393,0.1618259529960692,41.05645797069256,0.0006491684215919559,0.6816285211306352,0.22932692307692307
215,433,824,1912.37692453,357760,192.33,0.004791711934376508,2140,0.12756764888763428,0.07130616158246994,0.8392298668622971,0.09296481,0.1618259529960692,30.550420630895175,0.0006491684215919559,0.6553355849706209,0.23106971153846154
216,435,824,1914.2731530199997,359424,192.37,-0.001971493640807099,2150,0.1279594749212265,-0.018293704837560654,0.7961351424455643,0.07385223,0.1618259529960692,31.80003591959293,0.0006491684215919559,0.63605327468652,0.265625
217,437,824,1929.18272871,361088,193.01,0.008643280958326963,2160,0.12595413625240326,0.11162799596786499,0.8236439228057861,0.036423333,0.1618259529960692,32.68256333974691,0.0006491684215919559,0.6410277660076434,0.23551682692307693
218,440,824,1954.4449858400005,362752,195.64,0.002019803720311477,2170,0.12872527539730072,0.019913285970687866,0.8436390161514282,0.024560057,0.1618259529960692,27.000529453387628,0.0006491684215919559,0.6415311561180995,0.22139423076923076
219,442,824,1988.66437813,364416,198.91,0.011338862237663797,2180,0.1293952316045761,0.09814578294754028,0.8010374009609222,0.34584126,0.1618259529960692,45.35504458500789,0.0006491684215919559,0.6267137179007897,0.2308894230769231
220,444,823,1991.0198974099999,366080,199.14,0.006554530619177967,2190,0.12965092062950134,0.029193103313446045,0.6438201367855072,0.026537457,0.1618259529960692,55.86136532380031,0.0006491684215919559,0.6253482447220728,0.21412259615384616
221,446,823,2004.88374576,367744,200.38,0.006182956753764302,2200,0.13151714205741882,-0.018669500946998596,0.6777568459510803,0.06229291,0.1618259529960692,54.49725792958186,0.0006491684215919559,0.617185280414728,0.2530649038461538
222,448,823,2010.56793455,369408,200.9,0.007314244743723136,2210,0.12974725663661957,0.01431911438703537,0.837198331952095,0.029403877,0.1618259529960692,33.62390119295854,0.0006491684215919559,0.6148526521829458,0.2715144230769231
223,450,823,1986.4407735900004,371072,198.37,0.0008648135833657131,2220,0.12361542135477066,0.024182379245758057,0.8360430300235748,0.03132252,0.1618259529960692,21.67596115515782,0.0006491684215919559,0.6507829152620755,0.27920673076923075
224,452,823,2002.4668807900002,372736,200.11,0.002260629736030331,2230,0.1263282597064972,0.023607980459928513,0.6888321936130524,0.029182462,0.1618259529960692,62.29538369178772,0.0006491684215919559,0.6561435873691852,0.2222355769230769
225,454,823,1999.3776080400003,374400,199.85,0.005763321658238196,2240,0.1274774968624115,0.07307431846857071,0.6949079632759094,0.052758574,0.1618259529960692,33.14811860598051,0.0006491684215919559,0.6469667471372165,0.21225961538461538
226,456,823,1999.60628207,376064,199.79,0.005642908361131469,2250,0.12902593612670898,0.059958115220069885,0.4446668028831482,0.015029102,0.1618259529960692,43.98881996228145,0.0006491684215919559,0.637757139481031,0.25709134615384616
227,458,823,2007.2191186400003,377728,200.48,0.003958816710823717,2260,0.13121174275875092,0.014518368057906628,0.8582112938165665,0.019688934,0.1618259529960692,17.56453701166006,0.0006491684215919559,0.61731148820657,0.22578125
228,460,823,2012.3526250200002,379392,201.03,0.0033303528227126944,2270,0.13683871924877167,0.0022387434728443623,0.8751067146658897,0.51134056,0.1618259529960692,17.056381917916813,0.0006491684215919559,0.5865004037435239,0.2509014423076923
229,462,823,2024.8756258899998,381056,202.31,0.0029642163802726337,2280,0.1356402188539505,0.013888032175600529,0.8947547674179077,0.034391887,0.1618259529960692,17.397120124560136,0.0006491684215919559,0.5739358487037513,0.23419471153846153
230,464,823,2027.3724100399997,382720,202.72,0.000964445722862505,2290,0.13853025436401367,0.01703960821032524,0.8678120821714401,0.025469545,0.1618259529960692,18.780080137803004,0.0006491684215919559,0.568820605140466,0.2208533653846154
231,467,823,2015.5711803500003,384384,201.3,-0.0011652135397665776,2300,0.13774925470352173,0.06027796119451523,0.8307906240224838,0.20321791,0.1618259529960692,35.83483819044553,0.0006491684215919559,0.559380516409874,0.29356971153846156
232,469,822,2010.31964569,386048,200.87,0.001067680580756412,2310,0.13492779433727264,0.047693438827991486,0.7363730669021606,0.017882816,0.1618259529960692,41.02872297030229,0.0006491684215919559,0.5728131044369478,0.23419471153846153
233,471,822,2004.2563311099998,387712,200.24,0.0057059838705194686,2320,0.1388169378042221,0.027898870408535004,0.7091125249862671,0.042890307,0.1618259529960692,37.5346455849134,0.0006491684215919559,0.5698410472044578,0.2533653846153846
234,473,822,1934.57143361,389376,193.47,0.0004305828640309091,2330,0.13986650109291077,0.018096022307872772,0.806404709815979,0.023005158,0.1618259529960692,38.18324038432195,0.0006491684215919559,0.5514651195361064,0.23149038461538463
235,475,822,1949.2723465399997,391040,194.97,0.0016910457925405353,2340,0.14208082854747772,0.13083797693252563,0.5509388148784637,0.010307019,0.1618259529960692,100.65072065133315,0.0006491684215919559,0.5421865428869541,0.18774038461538461
236,477,822,1962.0750625100002,392704,196.23,0.004788346801741192,2350,0.13885052502155304,0.04813193529844284,0.7737830579280853,0.056996208,0.1618259529960692,20.339827770453233,0.0006491684215919559,0.5412296556509458,0.23461538461538461
237,479,822,1979.8871241400002,394368,198.2,-0.00015595621751764645,2360,0.140628844499588,0.01899365521967411,0.7714639157056808,0.016938586,0.1618259529960692,49.02483412119059,0.0006491684215919559,0.5489436821295665,0.21256009615384616
238,481,822,1998.4746088999998,396032,200.12,-0.005336474000404661,2370,0.1416548639535904,0.050520408898591995,0.7282465696334839,0.021413697,0.1618259529960692,54.15197396645179,0.0006491684215919559,0.5416632821926703,0.22073317307692308
239,483,822,1993.6007090600003,397696,199.57,0.0010268007028991213,2380,0.13817444443702698,0.000965791754424572,0.8013810515403748,0.058318634,0.1618259529960692,17.68620716700187,0.0006491684215919559,0.5503629393302477,0.24044471153846153
240,485,822,1981.06146572,399360,198.41,0.004725823017696922,2390,0.1388673633337021,0.006404506042599678,0.7478420436382294,0.08310448,0.1618259529960692,30.614094246350803,0.0006491684215919559,0.5588599496162855,0.23341346153846154
241,487,822,1954.4859915999996,401024,195.72,0.0010199997215889968,2400,0.14169150590896606,0.10195691883563995,0.7047540843486786,0.030141154,0.1618259529960692,40.78344227717473,0.0006491684215919559,0.5435476092191843,0.2564302884615385
